Code Length,Code,Title Updated,Description Updated
4,4861,Pipeline Transportation of Crude Oil,"This industry comprises establishments primarily engaged in the pipeline transportation of crude oil.

Cross-References. Establishments primarily engaged in--"
4,4862,Pipeline Transportation of Natural Gas,"This industry comprises establishments primarily engaged in the pipeline transportation of natural gas from processing plants to local distribution systems. This industry includes the storage of natural gas because the storage is usually done by the pipeline establishment and because a pipeline is inherently a network in which all the nodes are interdependent.

Cross-References. Establishments primarily engaged in--"
4,4869,Other Pipeline Transportation,"This industry group comprises establishments primarily engaged in the pipeline transportation of products (except crude oil and natural gas).
"
4,4871,"Scenic and Sightseeing Transportation, Land","This industry comprises establishments primarily engaged in providing scenic and sightseeing transportation on land, such as sightseeing buses and trolleys, steam train excursions, and horse-drawn sightseeing rides.  The services provided are usually local and involve same-day return to place of origin.

Cross-References. Establishments primarily engaged in--"
4,4872,"Scenic and Sightseeing Transportation, Water","This industry comprises establishments primarily engaged in providing scenic and sightseeing transportation on water.  The services provided are usually local and involve same-day return to place of origin.

Illustrative Examples:

Airboat (i.e., swamp buggy) operation
Excursion boat operation
Charter fishing boat services
Harbor sightseeing tours
Dinner cruises


Cross-References. Establishments primarily engaged in--"
4,4879,"Scenic and Sightseeing Transportation, Other","This industry comprises establishments primarily engaged in providing scenic and sightseeing transportation (except on land and water).  The services provided are usually local and involve same-day return to place of departure.

Illustrative Examples:

Aerial cable cars, scenic and sightseeing operation
Helicopter rides, scenic and sightseeing operation
Glider excursions
Aerial tramways, scenic and sightseeing operation
Hot air balloon rides, scenic and sightseeing operation


Cross-References. Establishments primarily engaged in--"
4,4881,Support Activities for Air Transportation,"This industry group comprises establishments primarily engaged in providing services to the air transportation industry.  These services include airport operation, servicing, repairing (except factory conversion and overhaul of aircraft), maintaining and storing aircraft, and ferrying aircraft.
"
4,4882,Support Activities for Rail Transportation,"This industry comprises establishments primarily engaged in providing specialized services for railroad transportation, including servicing, routine repairing (except factory conversion, overhaul, or rebuilding of rolling stock), and maintaining rail cars; loading and unloading rail cars; and operating independent terminals.

Cross-References. Establishments primarily engaged in--"
4,4883,Support Activities for Water Transportation,"This industry group comprises establishments primarily engaged in one of the following: (1) operating ports, harbors (including docking and pier facilities), or canals; (2) providing stevedoring and other marine cargo handling services (except warehousing); (3) providing navigational services to shipping; or (4) providing other services to water transportation.
"
4,4884,Support Activities for Road Transportation,"This industry group comprises establishments primarily engaged in (1) towing light or heavy motor vehicles, both local and long-distance, or (2) providing other services to road network users.
"
4,4885,Freight Transportation Arrangement,"This industry comprises establishments primarily engaged in arranging transportation of freight between shippers and carriers.  These establishments are usually known as freight forwarders, marine shipping agents, or customs brokers and offer a combination of services spanning transportation modes but do not directly provide shipping services.

Cross-References."
4,4889,Other Support Activities for Transportation,"This industry comprises establishments primarily engaged in providing support activities to transportation (except for air transportation; rail transportation; water transportation; road transportation; and freight transportation arrangement).

Illustrative Examples:

Arrangement of vanpools or car pools (except ridesharing arrangement services)
Independent pipeline terminal facilities 
Stockyards (i.e., not for fattening or selling livestock)


Cross-References. Establishments primarily engaged in--"
4,4911,Postal Service,"This industry comprises establishments primarily engaged in providing mail services under a universal service obligation.  Mail services include the carriage of letters, printed matter, or mailable packages, including acceptance, collection, processing, and delivery.  Due to the infrastructure requirements of providing mail service under a universal service obligation, postal service establishments often provide parcel and express delivery services in addition to the mail service.  Establishments primarily engaged in performing one or more parts of the basic mail service, such as sorting, routing and/or delivery (except bulk transportation of mail) are included in this industry.

Cross-References. Establishments primarily engaged in--"
4,4921,Couriers and Express Delivery Services,"This industry comprises establishments primarily engaged in providing air, surface, or combined mode courier and express delivery services of parcels, but not operating under a universal service obligation.  These parcels can include goods and documents, but the express delivery services are not part of the normal mail service.  These services are generally between metropolitan areas, urban centers, or international, but the establishments of this industry form a network that includes local pick-up and delivery to serve their customers' needs.

Illustrative Examples:

Air courier services, except establishments operating under a universal service obligation
Express delivery services, except establishments operating under a universal service obligation
Courier services (i.e., intercity network), except establishments operating under a universal service obligation


Cross-References. Establishments primarily engaged in--"
4,4922,Local Messengers and Local Delivery,"This industry comprises establishments primarily engaged in providing local messenger and delivery services of small items within a single metropolitan area or within an urban center.  These establishments generally provide point-to-point pick-up and delivery and do not operate as part of an intercity courier network.

Illustrative Examples:

Letters, documents, or small parcels local delivery services
Grocery delivery services (i.e., independent service from grocery store)
Alcoholic beverages delivery services
Restaurant meals order and delivery services (i.e., independent order and delivery services)


Cross-References. Establishments primarily engaged in--"
4,4931,Warehousing and Storage,"This industry comprises establishments primarily engaged in operating merchandise warehousing and storage facilities.  These establishments generally handle goods in containers, such as boxes, barrels, and/or drums, using equipment, such as forklifts, pallets, and racks.  They are not specialized in handling bulk products of any particular type, size, or quantity of goods or products.

Cross-References. Establishments primarily engaged in--"
4,5121,Motion Picture and Video Industries,"This industry group comprises establishments primarily engaged in the production and/or distribution of motion pictures, videos, television programs, or commercials; in the exhibition of motion pictures; or in the provision of postproduction and related services.
"
4,5122,Sound Recording Industries,"This industry group comprises establishments primarily engaged in producing and distributing musical recordings, publishing music, or providing sound recording and related services.
"
4,5131,"Newspaper, Periodical, Book, and Directory Publishers","This industry group comprises establishments primarily engaged in publishing newspapers, magazines, other periodicals, books, directories and mailing lists, and other works, such as calendars, greeting cards, and maps.  These works are characterized by the intellectual creativity required in their development and are usually protected by copyright.  Publishers distribute or arrange for the distribution of these works.

Publishing establishments may create the works in-house, or contract for, purchase, or compile works that were originally created by others.  These works may be published in one or more formats, such as print and/or electronic form, including proprietary electronic networks or exclusively on the Internet.  Establishments in this industry may print, reproduce, or offer direct access to the works themselves or may arrange with others to carry out such functions.

Establishments that both print and publish may fill excess capacity with commercial or job printing.  However, the publishing activity is still considered to be the primary activity of these establishments.
"
4,5132,Software Publishers,"This industry comprises establishments primarily engaged in software publishing.  Establishments in this industry carry out operations necessary for producing and distributing computer software, such as designing, providing documentation, assisting in installation, and providing support services to software purchasers.  These establishments may design, develop, and publish, or publish only.  These establishments may publish and distribute software through subscriptions and/or downloads. 

Cross-References. Establishments primarily engaged in--"
4,5161,Radio and Television Broadcasting Stations,"This industry group comprises establishments operating radio or television broadcasting stations for the programming and transmission of programs to the public.  Programming may originate in their own studio, from an affiliated network, or from external sources.
"
4,5162,"Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers","This industry comprises establishments primarily providing media streaming distribution services, operating social network sites, operating media broadcasting and cable television networks, and supplying information, such as news reports, articles, pictures, and features, to the news media.  These establishments distribute textual, audio, and/or video content of general or specific interest.

Illustrative Examples:

Broadcasting networks, radio
Broadcasting networks, television
Cable broadcasting networks
Cable television networks
Internet broadcasting
Pay-per-view cable programming
Satellite radio networks
Satellite television networks
Social network sites, Internet
Stand-alone streaming services
Subscription Video on Demand (SVOD) services
Syndicates, news
Virtual Multichannel Video Programming Distributors (vMVPDs)
Web broadcasting
Wiki sites, Internet 


Cross-References. Establishments primarily engaged in--"
4,5171,Wired and Wireless Telecommunications (except Satellite),"This industry group comprises establishments primarily engaged in (1) operating transmission facilities and infrastructure that they own and/or lease, and providing telecommunications services using wired and wireless telecommunications networks; (2) reselling wired and wireless telecommunications services (except satellite); and (3) acting as agents for wireless telecommunications services.
"
4,5174,Satellite Telecommunications,"This industry comprises establishments primarily engaged in providing telecommunications services to other establishments in the telecommunications and broadcasting industries by forwarding and receiving communications signals via a system of satellites or reselling satellite telecommunications.

Cross-References. Establishments primarily engaged in--"
4,5178,All Other Telecommunications,"This industry comprises establishments primarily engaged in providing specialized telecommunications services, such as satellite tracking, communications telemetry, and radar station operation.  This industry also includes establishments primarily engaged in providing satellite terminal stations and associated facilities connected with one or more terrestrial systems and capable of transmitting telecommunications to, and receiving telecommunications from, satellite systems.  Establishments providing Internet services or Voice over Internet protocol (VoIP) services via client-supplied telecommunications connections are also included in this industry.  Establishments in this industry do not operate as telecommunications carriers.

Illustrative Examples:

Dial-up Internet service providers
Internet service providers, using client-supplied telecommunications connections (e.g., dial-up ISPs)
Satellite tracking stations
VoIP service providers, using client-supplied telecommunications connections


Cross-References. Establishments primarily engaged in--"
4,5182,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services","This industry comprises establishments primarily engaged in providing computing infrastructure, data processing services, Web hosting services (except software publishing), and related services, including streaming support services (except streaming distribution services).  Data processing establishments provide complete processing and specialized reports from data supplied by clients or provide automated data processing and data entry services.

Illustrative Examples:

Application hosting
Cloud storage services
Computer data storage services
Computing platform infrastructure provision
Infrastructure as a service (IaaS)
Optical scanning services
Platform as a service (PaaS)
Video and audio technical streaming support services
Web hosting


Cross-References. Establishments primarily engaged in--"
4,5192,"Web Search Portals, Libraries, Archives, and Other Information Services","This industry comprises establishments primarily engaged in providing library or archive services.  These establishments are engaged in maintaining collections of documents (e.g., books, journals, newspapers, and music) and facilitating the use of such documents (recorded information regardless of its physical form and characteristics) as required to meet the informational, research, educational, or recreational needs of their user.  These establishments may also acquire, research, store, preserve, and generally make accessible to the public historical documents, photographs, maps, audio material, audiovisual material, and other archival material of historical interest.  All or portions of these collections may be accessible electronically.

Cross-References. Establishments primarily engaged in--"
4,5211,Monetary Authorities-Central Bank,"This industry comprises establishments primarily engaged in performing central banking functions, such as issuing currency, managing the Nation's money supply and international reserves, holding deposits that represent the reserves of other banks and other central banks, and acting as a fiscal agent for the central government.

Cross-References."
4,5221,Depository Credit Intermediation,"This industry group comprises establishments primarily engaged in accepting deposits (or share deposits) and in lending funds from these deposits.  Within this group, industries are defined on the basis of differences in the types of deposit liabilities assumed and in the nature of the credit extended.
"
4,5222,Nondepository Credit Intermediation,"This industry group comprises establishments, both public (government-sponsored enterprises) and private, primarily engaged in extending credit or lending funds raised by credit market borrowing, such as issuing commercial paper or other debt instruments or by borrowing from other financial intermediaries.  Within this group, industries are defined on the basis of the type of credit being extended.
"
4,5223,Activities Related to Credit Intermediation,"This industry group comprises establishments primarily engaged in facilitating credit intermediation by performing activities, such as arranging loans by bringing borrowers and lenders together and clearing checks and credit card transactions.
"
4,5231,Securities and Commodity Contracts Intermediation and Brokerage,"This industry group comprises establishments primarily engaged in putting capital at risk in the process of underwriting securities issues or in making markets for securities and commodities; and those acting as agents and/or brokers between buyers and sellers of securities and commodities, usually charging a commission.
"
4,5232,Securities and Commodity Exchanges,"This industry comprises establishments primarily engaged in furnishing physical or electronic marketplaces for the purpose of facilitating the buying and selling of stocks, stock options, bonds, or commodity contracts.

Cross-References. Establishments primarily engaged in--"
4,5239,Other Financial Investment Activities,"This industry group comprises establishments primarily engaged in one of the following: (1) acting as principals in buying or selling financial contracts (except investment bankers, securities dealers, and commodity contracts dealers); (2) acting as agents (i.e., brokers) (except securities brokerages and commodity contracts brokerages) in buying or selling financial contracts; or (3) providing other investment services (except securities and commodity exchanges), such as portfolio management; investment advice; and trust, fiduciary, and custody services.
"
4,5241,Insurance Carriers,"This industry group comprises establishments primarily engaged in underwriting (assuming the risk, assigning premiums, and so forth) annuities and insurance policies and investing premiums to build up a portfolio of financial assets to be used against future claims.  Direct insurance carriers are establishments that are primarily engaged in initially underwriting and assuming the risk of annuities and insurance policies.  Reinsurance carriers are establishments that are primarily engaged in assuming all or part of the risk associated with an existing insurance policy (or set of policies) originally underwritten by another insurance carrier.

Industries are defined in terms of the type of risk being insured against, such as death, loss of employment because of age or disability, and/or property damage.  Contributions and premiums are set on the basis of actuarial calculations of probable payouts based on risk factors from experience tables and expected investment returns on reserves.
"
4,5242,"Agencies, Brokerages, and Other Insurance Related Activities","This industry group comprises establishments primarily engaged in (1) acting as agents (i.e., brokers) in selling annuities and insurance policies or (2) providing other employee benefits and insurance related services, such as claims adjustment and third party administration.
"
4,5251,Insurance and Employee Benefit Funds,"This industry group comprises legal entities (i.e., funds, plans, and/or programs) organized to provide insurance and employee benefits exclusively for the sponsor, firm, or its employees or members.
"
4,5259,Other Investment Pools and Funds,"This industry group comprises legal entities (i.e., investment pools and/or funds) organized to pool securities or other assets (except insurance and employee benefit funds) on behalf of shareholders, unitholders, or beneficiaries.
"
4,5311,Lessors of Real Estate,"This industry group comprises establishments primarily engaged in acting as lessors of (1) residential buildings and dwellings; (2) nonresidential buildings (except miniwarehouses); (3) miniwarehouses and self-storage units; and (4) other real estate property.  This industry group includes equity real estate investment trusts (REITs) primarily engaged in leasing buildings, dwellings, or other real estate property to others.
"
4,5312,Offices of Real Estate Agents and Brokers,"This industry comprises establishments primarily engaged in acting as agents and/or brokers in one or more of the following: (1) selling real estate for others; (2) buying real estate for others; and (3) renting real estate for others.
"
4,5313,Activities Related to Real Estate,"This industry group comprises establishments primarily engaged in providing real estate services (except lessors of real estate and offices of real estate agents and brokers).  Included in this industry group are establishments primarily engaged in managing real estate for others and appraising real estate.
"
4,5321,Automotive Equipment Rental and Leasing,"This industry group comprises establishments primarily engaged in renting or leasing passenger cars and trucks without drivers and utility trailers.  These establishments generally operate from a retail-like facility.  Some establishments offer only short-term rental, others only longer-term leases, and some provide both types of services.
"
4,5322,Consumer Goods Rental,"This industry group comprises establishments primarily engaged in renting personal and household-type goods.  Establishments classified in this industry group generally provide short-term rental although in some instances, the goods may be leased for longer periods of time.  These establishments often operate from a retail-like or storefront facility.
"
4,5323,General Rental Centers,"This industry comprises establishments primarily engaged in renting a range of consumer, commercial, and industrial equipment.  Establishments in this industry typically operate from conveniently located facilities where they maintain inventories of goods and equipment that they rent for short periods of time.  The type of equipment that establishments in this industry provide often includes, but is not limited to: audio visual equipment, contractors' and builders' tools and equipment, home repair tools, lawn and garden equipment, moving equipment and supplies, and party and banquet equipment and supplies.

Cross-References. Establishments primarily engaged in--"
4,5324,Commercial and Industrial Machinery and Equipment Rental and Leasing,"This industry group comprises establishments primarily engaged in renting or leasing commercial-type and industrial-type machinery and equipment.  Establishments included in this industry group are generally involved in providing capital or investment-type equipment that clients use in their business operations.  These establishments typically cater to a business clientele and do not generally operate a retail-like or storefront facility.
"
4,5331,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),"This industry comprises establishments primarily engaged in assigning rights to assets, such as patents, trademarks, brand names, and/or franchise agreements, for which a royalty payment or licensing fee is paid to the asset holder.

Cross-References."
4,5411,Legal Services,"This industry group comprises establishments primarily engaged in offering legal services, such as those offered by offices of lawyers, offices of notaries, and title abstract and settlement offices, and paralegal services. 
"
4,5412,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services","This industry comprises establishments primarily engaged in providing services, such as auditing of accounting records, designing accounting systems, preparing financial statements, developing budgets, preparing tax returns, processing payrolls, bookkeeping, and billing.

Illustrative Examples:

Accountants' offices
Payroll processing services
Bookkeeping services
Tax return preparation services


Cross-References. Establishments primarily engaged in--"
4,5413,"Architectural, Engineering, and Related Services","This industry group comprises establishments primarily engaged in architectural, engineering, and related services, such as drafting services, building inspection services, geophysical surveying and mapping services, surveying and mapping (except geophysical) services, and testing services.
"
4,5414,Specialized Design Services,"This industry group comprises establishments providing specialized design services (except architectural, engineering, and computer systems design).
"
4,5415,Computer Systems Design and Related Services,"This industry comprises establishments primarily engaged in providing expertise in the field of information technologies through one or more of the following activities: (1) writing, modifying, testing, and supporting software to meet the needs of a particular customer; (2) planning and designing computer systems that integrate computer hardware, software, and communication technologies; (3) on-site management and operation of clients' computer systems and/or data processing facilities; and (4) other professional and technical computer related advice and services.

Illustrative Examples:

Computer facilities management services
Custom computer programming services
Computer systems integration design services
Computer hardware or software consulting services
Software installation services


Cross-References. Establishments primarily engaged in--"
4,5416,"Management, Scientific, and Technical Consulting Services","This industry group comprises establishments primarily engaged in providing advice and assistance to businesses and other organizations on management, environmental, scientific, and technical issues.
"
4,5417,Scientific Research and Development Services,"This industry group comprises establishments engaged in conducting original investigation undertaken on a systematic basis to gain new knowledge (research) and/or the application of research findings or other scientific knowledge for the creation of new or significantly improved products or processes (experimental development).  Techniques may include modeling and simulation.  The industries within this industry group are defined on the basis of the domain of research; that is, on the scientific expertise of the establishment.
"
4,5418,"Advertising, Public Relations, and Related Services","This industry group comprises establishments primarily engaged in advertising, public relations, and related services, such as media buying, independent media representation, indoor and outdoor display advertising, direct mail advertising, advertising material distribution services, and other services related to advertising.
"
4,5419,"Other Professional, Scientific, and Technical Services","This industry group comprises establishments engaged in professional, scientific, and technical services (except legal services; accounting, tax preparation, bookkeeping, and related services; architectural, engineering, and related services; specialized design services; computer systems design and related services; management, scientific, and technical consulting services; scientific research and development services; and advertising, public relations, and related services).
"
4,5511,Management of Companies and Enterprises,"This industry comprises (1) establishments primarily engaged in holding the securities of (or other equity interests in) companies and enterprises for the purpose of owning a controlling interest or influencing management decisions or (2) establishments (except government establishments) that administer, oversee, and manage other establishments of the company or enterprise and that normally undertake the strategic or organizational planning and decision-making role of the company or enterprise.  Establishments that administer, oversee, and manage may hold the securities of the company or enterprise.

Cross-References."
4,5611,Office Administrative Services,"This industry comprises establishments primarily engaged in providing a range of day-to-day office administrative services, such as financial planning; billing and recordkeeping; personnel; and physical distribution and logistics, for others on a contract or fee basis.  These establishments do not provide operating staff to carry out the complete operations of a business.

Cross-References. Establishments primarily engaged in--"
4,5612,Facilities Support Services,"This industry comprises establishments primarily engaged in providing operating staff to perform a combination of support services within a client's facilities.  Establishments in this industry typically provide a combination of services, such as janitorial, maintenance, trash disposal, guard and security, mail routing, reception, laundry, and related services to support operations within facilities.  These establishments provide operating staff to carry out these support activities, but are not involved with or responsible for the core business or activities of the client.  Establishments providing facilities (except computer and/or data processing) operation support services and establishments providing private jail services or operating correctional facilities (i.e., jails) on a contract or fee basis are included in this industry.

Cross-References."
4,5613,Employment Services,"This industry group comprises establishments primarily engaged in one of the following: (1) listing employment vacancies and referring or placing applicants for employment; (2) providing executive search, recruitment, and placement services; (3) supplying workers to clients' businesses for limited periods of time to supplement the working force of the client; or (4) providing human resources and human resource management services to client businesses and households.
"
4,5614,Business Support Services,"This industry group comprises establishments engaged in performing activities that are ongoing routine business support functions for clients on a contract or fee basis, or serving other establishments of the same enterprise.
"
4,5615,Travel Arrangement and Reservation Services,"This industry group comprises establishments primarily engaged in one of the following: (1) travel agency services; (2) arranging and assembling tours; or (3) other travel arrangement and reservation services.
"
4,5616,Investigation and Security Services,"This industry group comprises establishments primarily engaged in one of the following: (1) investigation, guard, and armored car services; (2) selling security systems, such as burglar and fire alarms and locking devices, along with installation, repair, or monitoring services; or (3) remote monitoring of electronic security alarm systems.
"
4,5617,Services to Buildings and Dwellings,"This industry group comprises establishments primarily engaged in one of the following: (1) exterminating and pest control services; (2) janitorial services; (3) landscaping services; (4) carpet and upholstery cleaning services; or (5) other services to buildings and dwellings.
"
4,5619,Other Support Services,"This industry group comprises establishments primarily engaged in providing day-to-day business and other organizational support services (except office administrative services; facilities support services; employment services; business support services; travel arrangement and reservation services; security and investigation services; and services to buildings and dwellings).
"
4,5621,Waste Collection,"This industry comprises establishments primarily engaged in (1) collecting and/or hauling hazardous waste, nonhazardous waste, and/or recyclable materials within a local area and/or (2) operating hazardous or nonhazardous waste transfer stations.  Hazardous waste collection establishments may be responsible for the identification, treatment, packaging, and labeling of waste for the purposes of transport.

Cross-References. Establishments primarily engaged in--"
4,5622,Waste Treatment and Disposal,"This industry comprises establishments primarily engaged in (1) operating waste treatment or disposal facilities (except sewer systems or sewage treatment facilities) or (2) the combined activity of collecting and/or hauling of waste materials within a local area and operating waste treatment or disposal facilities.  Waste combustors or incinerators (including those that may produce byproducts, such as electricity), solid waste landfills, and compost dumps are included in this industry.

Cross-References. Establishments primarily engaged in--"
4,5629,Remediation and Other Waste Management Services,"This industry group comprises establishments primarily engaged in remediation and other waste management services (except waste collection, waste treatment and disposal, and waste management consulting services).
"
4,6111,Elementary and Secondary Schools,"This industry comprises establishments primarily engaged in furnishing academic courses and associated course work that comprise a basic preparatory education.  A basic preparatory education ordinarily constitutes kindergarten through 12th grade.  This industry includes school boards and school districts.

Illustrative Examples:

Elementary schools
Parochial schools, elementary or secondary
High schools
Primary schools
Charter schools
Kindergartens
Military academies, elementary or secondary
Schools for the physically disabled, elementary or secondary


Cross-References."
4,6112,Junior Colleges,"This industry comprises establishments primarily engaged in furnishing academic, or academic and technical, courses and granting associate degrees, certificates, or diplomas below the baccalaureate level.  The requirement for admission to an associate or equivalent degree program is at least a high school diploma or equivalent general academic training.  Instruction may be provided in diverse settings, such as the establishment's or client's training facilities, educational institutions, the workplace, or the home, and through diverse means, such as correspondence, television, the Internet, or other electronic and distance-learning methods.  The training provided by these establishments may include the use of simulators and simulation methods.

Cross-References."
4,6113,"Colleges, Universities, and Professional Schools","This industry comprises establishments primarily engaged in furnishing academic courses and granting degrees at baccalaureate or graduate levels.  The requirement for admission is at least a high school diploma or equivalent general academic training.  Instruction may be provided in diverse settings, such as the establishment's or client's training facilities, educational institutions, the workplace, or the home, and through diverse means, such as correspondence, television, the Internet, or other electronic and distance-learning methods.  The training provided by these establishments may include the use of simulators and simulation methods.

Illustrative Examples:

Colleges (except junior colleges)
Theological seminaries offering baccalaureate or graduate degrees
Military academies, college-level
Universities
Professional schools (e.g., business administration, dental, law, medical)


Cross-References."
4,6114,Business Schools and Computer and Management Training,"This industry group comprises establishments primarily engaged in one of the following: (1) offering courses in office procedures and secretarial and stenographic skills and may offer courses in basic office skills, such as word processing; (2) conducting computer training (except computer repair); or (3) offering an array of short duration courses and seminars for management and professional development.  Instruction may be provided in diverse settings, such as the establishment's or client's training facilities, educational institutions, the workplace, or the home, and through diverse means, such as correspondence, television, the Internet, or other electronic and distance-learning methods.  The training provided by these establishments may include the use of simulators and simulation methods.
"
4,6115,Technical and Trade Schools,"This industry comprises establishments primarily engaged in offering vocational and technical training in a variety of technical subjects and trades.  The training often leads to job-specific certification.  Instruction may be provided in diverse settings, such as the establishment's or client's training facilities, educational institutions, the workplace, or the home, and through diverse means, such as correspondence, television, the Internet, or other electronic and distance-learning methods.  The training provided by these establishments may include the use of simulators and simulation methods.

Illustrative Examples:

Apprenticeship training programs
Graphic arts schools
Aviation and flight training schools
Modeling schools
Computer repair training
Nursing schools (except academic)
Cosmetology schools
Real estate schools
Electronic equipment repair training
Truck driving schools 


Cross-References. Establishments primarily engaged in--"
4,6116,Other Schools and Instruction,"This industry group comprises establishments primarily engaged in offering or providing instruction (except academic schools, colleges, and universities; business, computer, and management instruction; and technical and trade instruction).  Instruction may be provided in diverse settings, such as the establishment's or client's training facilities, educational institutions, the workplace, or the home, and through diverse means, such as correspondence, television, the Internet, or other electronic and distance-learning methods.  The training provided by these establishments may include the use of simulators and simulation methods.
"
4,6117,Educational Support Services,"This industry comprises establishments primarily engaged in providing non-instructional services that support educational processes or systems.

Illustrative Examples:

Educational consultants
Educational testing services
Educational guidance counseling services
Student exchange programs
Educational testing evaluation services


Cross-References. Establishments primarily engaged in--"
4,6211,Offices of Physicians,"This industry comprises establishments of health practitioners having the degree of M.D. (Doctor of Medicine) or D.O. (Doctor of Osteopathic Medicine) primarily engaged in the independent practice of general or specialized medicine (e.g., anesthesiology, oncology, ophthalmology, psychiatry) or surgery.  These practitioners operate private or group practices in their own offices (e.g., centers, clinics) or in the facilities of others, such as hospitals or HMO medical centers.

Cross-References."
4,6212,Offices of Dentists,"This industry comprises establishments of health practitioners having the degree of D.M.D. (Doctor of Dental Medicine), D.D.S. (Doctor of Dental Surgery), or D.D.Sc. (Doctor of Dental Science) primarily engaged in the independent practice of general or specialized dentistry or dental surgery.  These practitioners operate private or group practices in their own offices (e.g., centers, clinics) or in the facilities of others, such as hospitals or HMO medical centers.  They can provide either comprehensive preventive, cosmetic, or emergency care, or specialize in a single field of dentistry.

Cross-References."
4,6213,Offices of Other Health Practitioners,This industry group comprises establishments of independent health practitioners (except physicians and dentists).
4,6214,Outpatient Care Centers,"This industry group comprises establishments with medical staff primarily engaged in providing a range of outpatient services, such as family planning, diagnosis and treatment of mental health disorders and alcohol and other substance abuse, and other general or specialized outpatient care.  
"
4,6215,Medical and Diagnostic Laboratories,"This industry comprises establishments known as medical and diagnostic laboratories primarily engaged in providing analytic or diagnostic services, including body fluid analysis and diagnostic imaging, generally to the medical profession or to the patient on referral from a health practitioner.

Illustrative Examples:

Dental or medical X-ray laboratories
Medical pathology laboratories
Diagnostic imaging centers
Medical testing laboratories
Medical forensic laboratories


Cross-References."
4,6216,Home Health Care Services,"This industry comprises establishments primarily engaged in providing skilled nursing services in the home, along with a range of the following: personal care services; homemaker and companion services; physical therapy; medical social services; medications; medical equipment and supplies; counseling; 24-hour home care; occupation and vocational therapy; dietary and nutritional services; speech therapy; audiology; and high-tech care, such as intravenous therapy.

Illustrative Examples:

Home health care agencies
Visiting nurse associations
Home infusion therapy services
In-home hospice care services


Cross-References."
4,6219,Other Ambulatory Health Care Services,"This industry group comprises establishments primarily engaged in providing ambulatory health care services (except offices of physicians, dentists, and other health practitioners; outpatient care centers; medical laboratories and diagnostic imaging centers; and home health care providers).
"
4,6221,General Medical and Surgical Hospitals,"This industry comprises establishments known and licensed as general medical and surgical hospitals primarily engaged in providing diagnostic and medical treatment (both surgical and nonsurgical) to inpatients with any of a wide variety of medical conditions.  These establishments maintain inpatient beds and provide patients with food services that meet their nutritional requirements.  These hospitals have an organized staff of physicians and other medical staff to provide patient care services.  These establishments usually provide other services, such as outpatient services, anatomical pathology services, diagnostic X-ray services, clinical laboratory services, operating room services for a variety of procedures, and pharmacy services.
"
4,6222,Psychiatric and Substance Abuse Hospitals,"This industry comprises establishments known and licensed as psychiatric and substance abuse hospitals primarily engaged in providing diagnostic, medical treatment, and monitoring services for inpatients who suffer from mental illness or substance abuse disorders.  The treatment often requires an extended stay in the hospital.  These establishments maintain inpatient beds and provide patients with food services that meet their nutritional requirements.  They have an organized staff of physicians and other medical staff to provide patient care services.  Psychiatric, psychological, and social work services are available at the facility.  These hospitals usually provide other services, such as outpatient services, clinical laboratory services, diagnostic X-ray services, and electroencephalograph services.

Cross-References."
4,6223,Specialty (except Psychiatric and Substance Abuse) Hospitals,"This industry comprises establishments known and licensed as specialty hospitals primarily engaged in providing diagnostic and medical treatment to inpatients with a specific type of disease or medical condition (except psychiatric or substance abuse).  Hospitals providing long-term care for the chronically ill and hospitals providing rehabilitation, restorative, and adjustive services to physically challenged or disabled people are included in this industry.  These establishments maintain inpatient beds and provide patients with food services that meet their nutritional requirements.  They have an organized staff of physicians and other medical staff to provide patient care services.  These hospitals may provide other services, such as outpatient services, diagnostic X-ray services, clinical laboratory services, operating room services, physical therapy services, educational and vocational services, and psychological and social work services.

Cross-References."
4,6231,Nursing Care Facilities (Skilled Nursing Facilities),"This industry comprises establishments primarily engaged in providing inpatient nursing and rehabilitative services.  The care is generally provided for an extended period of time to individuals requiring nursing care.  These establishments have a permanent core staff of registered or licensed practical nurses who, along with other staff, provide nursing and continuous personal care services.

Illustrative Examples:

Convalescent homes or convalescent hospitals (except psychiatric)
Nursing homes
Rest homes with nursing care
Assisted living facilities (without nursing facilities) for the elderly with nursing care
Inpatient care hospices


Cross-References."
4,6232,"Residential Intellectual and Developmental Disability, Mental Health, and Substance Abuse Facilities","This industry group comprises establishments primarily engaged in providing residential care (but not licensed hospital care) to people with intellectual and developmental disabilities, mental illness, or substance abuse problems.
"
4,6233,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,"This industry comprises establishments primarily engaged in providing residential and personal care services for (1) the elderly and other persons who are unable to fully care for themselves and/or (2) the elderly and other persons who do not desire to live independently.  The care typically includes room, board, supervision, and assistance in daily living, such as housekeeping services.  In some instances, these establishments provide skilled nursing care for residents in separate on-site facilities.

Illustrative Examples:

Assisted living facilities with on-site nursing care facilities
Assisted living facilities for the elderly without nursing care
Continuing care retirement communities
Rest homes without nursing care


Cross-References."
